target,half,set_index,booster,subsample,max_depth,min_child_weight,colsample_bytree,colsample_bylevel,n_estimators,learning_rate,CV,AUC
diabetes_diagnosed,1,0,gbtree,0.6278474089136893,10,7.2224778348019045,0.5015135009390854,0.2493213854513786,59,0.17127409353559186,1,0.8788123883571649
diabetes_diagnosed,1,0,gbtree,0.6278474089136893,10,7.2224778348019045,0.5015135009390854,0.2493213854513786,59,0.17127409353559186,2,0.8806283266245479
diabetes_diagnosed,1,0,gbtree,0.6278474089136893,10,7.2224778348019045,0.5015135009390854,0.2493213854513786,59,0.17127409353559186,3,0.8867092741183057
diabetes_diagnosed,1,0,gbtree,0.6278474089136893,10,7.2224778348019045,0.5015135009390854,0.2493213854513786,59,0.17127409353559186,4,0.8789442204611134
diabetes_diagnosed,1,1,gbtree,0.684157061447803,10,6.225065193066802,0.22352904536025947,0.4676852361608662,45,0.45173175601030957,1,0.8522765066382075
diabetes_diagnosed,1,1,gbtree,0.684157061447803,10,6.225065193066802,0.22352904536025947,0.4676852361608662,45,0.45173175601030957,2,0.8607624356889612
diabetes_diagnosed,1,1,gbtree,0.684157061447803,10,6.225065193066802,0.22352904536025947,0.4676852361608662,45,0.45173175601030957,3,0.8595800677987186
diabetes_diagnosed,1,1,gbtree,0.684157061447803,10,6.225065193066802,0.22352904536025947,0.4676852361608662,45,0.45173175601030957,4,0.8502840200045247
diabetes_diagnosed,1,2,gbtree,0.6764376561508386,10,5.828373522839891,0.8158943113842365,0.21075924040730412,687,0.3017169453143631,1,0.8740236765470373
diabetes_diagnosed,1,2,gbtree,0.6764376561508386,10,5.828373522839891,0.8158943113842365,0.21075924040730412,687,0.3017169453143631,2,0.8710277659300331
diabetes_diagnosed,1,2,gbtree,0.6764376561508386,10,5.828373522839891,0.8158943113842365,0.21075924040730412,687,0.3017169453143631,3,0.8810481810750052
diabetes_diagnosed,1,2,gbtree,0.6764376561508386,10,5.828373522839891,0.8158943113842365,0.21075924040730412,687,0.3017169453143631,4,0.8776009689865386
diabetes_diagnosed,1,3,gbtree,0.8144348287566618,10,7.113607243654816,0.29673471326622025,0.5292583963712271,992,0.41990825991816183,1,0.8722882373845158
diabetes_diagnosed,1,3,gbtree,0.8144348287566618,10,7.113607243654816,0.29673471326622025,0.5292583963712271,992,0.41990825991816183,2,0.8760432494513012
diabetes_diagnosed,1,3,gbtree,0.8144348287566618,10,7.113607243654816,0.29673471326622025,0.5292583963712271,992,0.41990825991816183,3,0.8797680692915346
diabetes_diagnosed,1,3,gbtree,0.8144348287566618,10,7.113607243654816,0.29673471326622025,0.5292583963712271,992,0.41990825991816183,4,0.875578170676595
diabetes_diagnosed,1,4,gbtree,0.7527827244145627,10,4.170818115783851,0.22064104090781983,0.4876096067541829,737,0.5837048634680467,1,0.8636475785955836
diabetes_diagnosed,1,4,gbtree,0.7527827244145627,10,4.170818115783851,0.22064104090781983,0.4876096067541829,737,0.5837048634680467,2,0.8680088125005553
diabetes_diagnosed,1,4,gbtree,0.7527827244145627,10,4.170818115783851,0.22064104090781983,0.4876096067541829,737,0.5837048634680467,3,0.8800335328197337
diabetes_diagnosed,1,4,gbtree,0.7527827244145627,10,4.170818115783851,0.22064104090781983,0.4876096067541829,737,0.5837048634680467,4,0.8638998317392009
diabetes_diagnosed,1,5,gbtree,0.6533331919636285,12,1.0650302928096678,0.6782755250653885,0.5451670235955179,678,0.2220789101062158,1,0.8808379009243728
diabetes_diagnosed,1,5,gbtree,0.6533331919636285,12,1.0650302928096678,0.6782755250653885,0.5451670235955179,678,0.2220789101062158,2,0.882512395702823
diabetes_diagnosed,1,5,gbtree,0.6533331919636285,12,1.0650302928096678,0.6782755250653885,0.5451670235955179,678,0.2220789101062158,3,0.892500599792072
diabetes_diagnosed,1,5,gbtree,0.6533331919636285,12,1.0650302928096678,0.6782755250653885,0.5451670235955179,678,0.2220789101062158,4,0.8815554034951776
diabetes_diagnosed,1,6,gbtree,0.7348622875632533,8,6.71635014753717,0.6814329598064335,0.27737523185490115,563,0.3976685285627898,1,0.8713131295169416
diabetes_diagnosed,1,6,gbtree,0.7348622875632533,8,6.71635014753717,0.6814329598064335,0.27737523185490115,563,0.3976685285627898,2,0.8731323141311014
diabetes_diagnosed,1,6,gbtree,0.7348622875632533,8,6.71635014753717,0.6814329598064335,0.27737523185490115,563,0.3976685285627898,3,0.8818987195549987
diabetes_diagnosed,1,6,gbtree,0.7348622875632533,8,6.71635014753717,0.6814329598064335,0.27737523185490115,563,0.3976685285627898,4,0.8699900444304118
diabetes_diagnosed,1,7,gblinear,0.5027561338471598,12,1.2558114304342947,0.8600277315876794,0.7911035310202026,493,0.5595586753919303,1,0.49968714305203343
diabetes_diagnosed,1,7,gblinear,0.5027561338471598,12,1.2558114304342947,0.8600277315876794,0.7911035310202026,493,0.5595586753919303,2,0.4999791738863861
diabetes_diagnosed,1,7,gblinear,0.5027561338471598,12,1.2558114304342947,0.8600277315876794,0.7911035310202026,493,0.5595586753919303,3,0.49972120775908796
diabetes_diagnosed,1,7,gblinear,0.5027561338471598,12,1.2558114304342947,0.8600277315876794,0.7911035310202026,493,0.5595586753919303,4,0.5000261257270039
diabetes_diagnosed,1,8,gblinear,0.9568498966776146,10,4.303296602575436,0.8929983002547748,0.6148414004015401,335,0.6896388203434893,1,0.50090661831369
diabetes_diagnosed,1,8,gblinear,0.9568498966776146,10,4.303296602575436,0.8929983002547748,0.6148414004015401,335,0.6896388203434893,2,0.500139396120456
diabetes_diagnosed,1,8,gblinear,0.9568498966776146,10,4.303296602575436,0.8929983002547748,0.6148414004015401,335,0.6896388203434893,3,0.4996934396076027
diabetes_diagnosed,1,8,gblinear,0.9568498966776146,10,4.303296602575436,0.8929983002547748,0.6148414004015401,335,0.6896388203434893,4,0.500446777725094
diabetes_diagnosed,1,9,gblinear,0.9594353852594899,14,3.466746225382862,0.7005916867176702,0.7387405126988436,734,0.7491539722660068,1,0.5004533091568449
diabetes_diagnosed,1,9,gblinear,0.9594353852594899,14,3.466746225382862,0.7005916867176702,0.7387405126988436,734,0.7491539722660068,2,0.49983283572805864
diabetes_diagnosed,1,9,gblinear,0.9594353852594899,14,3.466746225382862,0.7005916867176702,0.7387405126988436,734,0.7491539722660068,3,0.4991919467917788
diabetes_diagnosed,1,9,gblinear,0.9594353852594899,14,3.466746225382862,0.7005916867176702,0.7387405126988436,734,0.7491539722660068,4,0.5007533381174913
diabetes_diagnosed,1,10,gbtree,0.6578756503923903,11,1.0,1.0,0.2,1000,0.03,1,0.8911441200814983
diabetes_diagnosed,1,10,gbtree,0.6578756503923903,11,1.0,1.0,0.2,1000,0.03,2,0.8905859857471632
diabetes_diagnosed,1,10,gbtree,0.6578756503923903,11,1.0,1.0,0.2,1000,0.03,3,0.9023335799145185
diabetes_diagnosed,1,10,gbtree,0.6578756503923903,11,1.0,1.0,0.2,1000,0.03,4,0.8917733420863784
diabetes_diagnosed,1,11,gbtree,1.0,6,8.0,0.2,1.0,1000,0.03,1,0.889508428382849
diabetes_diagnosed,1,11,gbtree,1.0,6,8.0,0.2,1.0,1000,0.03,2,0.8908536707274811
diabetes_diagnosed,1,11,gbtree,1.0,6,8.0,0.2,1.0,1000,0.03,3,0.9009171265072552
diabetes_diagnosed,1,11,gbtree,1.0,6,8.0,0.2,1.0,1000,0.03,4,0.891425647570613
diabetes_diagnosed,1,12,gbtree,0.5,15,1.0,0.2,1.0,1000,0.03,1,0.8896340157189777
diabetes_diagnosed,1,12,gbtree,0.5,15,1.0,0.2,1.0,1000,0.03,2,0.887997438665707
diabetes_diagnosed,1,12,gbtree,0.5,15,1.0,0.2,1.0,1000,0.03,3,0.897096506544398
diabetes_diagnosed,1,12,gbtree,0.5,15,1.0,0.2,1.0,1000,0.03,4,0.887940364414981
diabetes_diagnosed,1,13,gbtree,0.6698409706196826,15,7.939705197307903,0.9383837662949286,0.9632160466396276,959,0.05044459914158144,1,0.8910235340109678
diabetes_diagnosed,1,13,gbtree,0.6698409706196826,15,7.939705197307903,0.9383837662949286,0.9632160466396276,959,0.05044459914158144,2,0.8898615146749127
diabetes_diagnosed,1,13,gbtree,0.6698409706196826,15,7.939705197307903,0.9383837662949286,0.9632160466396276,959,0.05044459914158144,3,0.8986885935098055
diabetes_diagnosed,1,13,gbtree,0.6698409706196826,15,7.939705197307903,0.9383837662949286,0.9632160466396276,959,0.05044459914158144,4,0.8913892383127672
diabetes_diagnosed,1,14,gbtree,0.9503164588058696,8,7.709443517383827,0.9767933992054245,0.7396128003789331,982,0.03913148984180377,1,0.8881461392035596
diabetes_diagnosed,1,14,gbtree,0.9503164588058696,8,7.709443517383827,0.9767933992054245,0.7396128003789331,982,0.03913148984180377,2,0.891080258843601
